imdb_id,title,rec1,rec2,rec3,rec4,rec5,rec6
tt0882977,Snitch,Devil's Knot,Princess Kaiulani,Foxcatcher,The Lady in the Van,Edge of Winter,Love's Deadly Triangle: The Texas Cadet Murder
tt1931435,The Big Wedding,Bride Flight,Baby Mama,3 Women,Losing Isaiah,Mighty Aphrodite,Hands of Stone
tt1413495,Paranoia,Before I Fall,The Adderall Diaries,A Dangerous Method,The Lady in the Van,Fallen,The Fault in Our Stars
tt2304771,Mandela: Long Walk to Freedom,Goodbye Bafana,Invictus,Wilson,J. Edgar,Endgame,Born to Be Blue
tt2140373,Saving Mr. Banks,The Matriarch,Manoman,Punchline,Floyd Norman: An Animated Life,Life During Wartime,Anastasia
tt1742334,Sabotage,Rise of the Footsoldier,Street Kings,Kiss of Death,Takers,Faster,The Line
tt2358925,Unfinished Business,Delivery Man,Last Night,Hostel,Three to Tango,Term Life,The Good Son
tt1029360,Poltergeist,The Remains,Spirit Trap,Insidious: Chapter 2,The Inhabitants,What Lies Beneath,Crimson Peak
tt2679042,Hitman: Agent 47,Hitman,Max Payne,House of the Dead,The Spirit,Blitz,Need for Speed
tt2967224,Hot Pursuit,Nadine,Gloria,Run All Night,Buster's Mal Heart,The Getaway,Three Fugitives
tt3152624,Trainwreck,Knocked Up,Julia,Forgetting Sarah Marshall,Walk of Shame,Rachel Feinstein: Only Whores Wear Purple,How to Be Single
tt3488710,The Walk,Devil's Knot,Snitch,Foxcatcher,The Lady in the Van,127 Hours,Wild
tt2361509,The Intern,Joe's Violin,Havoc,A Brave Heart: The Lizzie Velasquez Story,A Brave Heart: The Lizzie Velasquez Story,Don't Blink: Robert Frank,25-Apr
tt3322364,Concussion,When the Game Stands Tall,Greater,Brain on Fire,I Believe in Miracles,Any Given Sunday,My All American
tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,The Killing Fields,Guernica,Billy Lynn's Long Halftime Walk,Hacksaw Ridge,USS Indianapolis: Men of Courage
tt3381008,Grimsby,Grimsby,The Brothers Grimm,Josh and S.A.M.,Steal Big Steal Little,Rainbow Time,Arsenal
tt4438848,Neighbors 2: Sorority Rising,Neighbors,Bad Moms,College,Office Christmas Party,The House Bunny,Dude Bro Party Massacre III
tt3333870,Antibirth,Radio Flyer,Basquiat,Casino,Moonlight,An Open Secret,Mystic River
tt1473832,Bridget Jones's Baby,Joe's Violin,AWOL,Sunshine Superman,Miss Julie,Look Who's Talking,A Brave Heart: The Lizzie Velasquez Story
tt3717252,Underworld: Blood Wars,Underworld: Awakening,Mythica: The Darkspore,Blade: Trinity,BloodRayne: The Third Reich,Romasanta,Vamps
tt0142342,Big Daddy,A Home of Our Own,The Matriarch,Me and Earl and the Dying Girl,Dazed and Confused,The Firm,"Crazy, Stupid, Love."
tt0110632,Natural Born Killers,Edge of Darkness,Beautiful & Twisted,Zodiac,Wall Street: Money Never Sleeps,Nine Dead,I Am Wrath
tt0106226,The Age of Innocence,Remember Me,I Could Never Be Your Woman,Cheri,Sophie's Choice,Arthur,Manhattan Romance
tt0104797,Malcolm X,The Shawshank Redemption,Mandela: Long Walk to Freedom,Undisputed III : Redemption,Goodbye Bafana,American Sharia,Lock Up
tt0167203,I Dreamed of Africa,Hawaii,Shadowheart,Lost in Florence,The Work and the Glory,The Heart of Me,"The Tulse Luper Suitcases, Part 1: The Moab Story"
tt0079574,Moonraker,Approaching the Unknown,Planet of the Apes,SpaceCamp,Gravity,Alien,2010
tt0234829,Summer Catch,How Do You Know,Love's Complicated,In the Land of Women,Looking: The Movie,Accidental Love,Griff the Invisible
tt0102631,Paradise,Life in Flight,Guinevere,6 Years,Catch and Release,Maggie's Plan,Maggie's Plan
tt0453556,TMNT,Stuart Little,Teenage Mutant Ninja Turtles: Out of the Shadows,Steal Big Steal Little,Two Brothers,Money Train,Rainbow Time
tt1790864,The Maze Runner,Divergent,Allegiant,Insurgent,The 5th Wave,Before I Fall,Ender's Game
tt2726560,The Longest Ride,Before I Fall,The Fault in Our Stars,Fallen,The Spectacular Now,Beastly,Paper Towns
tt3148834,Thunder and the House of Magic,Shrek Forever After,Fly Me to the Moon,Arthur and the Revenge of Maltazard,Legend of the Guardians: The Owls of Ga'Hoole,Arthur 3: The War of the Two Worlds,Return to Never Land
tt3890160,Baby Driver,Fast & Furious 6,The Fast and the Furious: Tokyo Drift,Joshua Tree,2 Fast 2 Furious,Gone in Sixty Seconds,Precious Cargo
tt5390504,Detroit,The International,Blood Ties,Term Life,Zulu,The Son of No One,Animal Kingdom
tt0114658,Theodore Rex,Max Keeble's Big Move,Delgo,Fly Me to the Moon,The Secret of Moonacre,Set the Thames on Fire,Santa Claus: The Movie
tt0114369,Se7en,Fight Club,21 Grams,One Flew Over the Cuckoo's Nest,Kill Bill: Vol. 2,The Factory,Sin City
tt0107096,Heaven & Earth,Missing in Action,Firebase,Rules of Engagement,Casualties of War,Birdy,Rambo: First Blood Part II
tt0120724,Knock Off,Replicant,Direct Contact,Enemies Closer,Killer Elite,Game of Death,Until Death
tt0120812,Rush Hour,Rush Hour 3,Rush Hour 2,Smokin' Aces 2: Assassins' Ball,Urban Justice,Precious Cargo,Pain & Gain
tt0120797,Pushing Tin,The Matriarch,School for Scoundrels,Buddies,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),Money for Nothing,Solitary Man
tt0145660,Austin Powers: The Spy Who Shagged Me,Austin Powers in Goldmember,Austin Powers: International Man of Mystery,Star Trek IV: The Voyage Home,Armageddon,Terminator Genisys,AVP: Alien vs. Predator
tt0209958,The Cell,Red Dragon,Brainstorm,Man's Best Friend,Morgan,Hannibal,The Lawnmower Man
tt0204626,The Watcher,Manhunter,Mindhunters,Solace,Ransom,Red Dragon,Hannibal
tt0281373,Snow Dogs,The Spy Next Door,Adventures of a Teenage Dragonslayer,Eight Below,All She Wishes,Inspector Gadget,Captain Ron
tt0120804,Resident Evil,Resident Evil: Extinction,Resident Evil: Apocalypse,Resident Evil: Retribution,Resident Evil: Afterlife,Resident Evil: The Final Chapter,Dead Rising: Watchtower
tt0098575,Valmont,Main Street,The Work and the Glory,The Heart of Me,Man on the Moon,Magic in the Moonlight,The Face of Love
tt0330793,The Punisher,10th & Wolf,Off Limits,Lure: Teen Fight Club,Life on the Line,I Am Wrath,TMNT
tt0417148,Snakes on a Plane,War,Raw Deal,Kiss of Death,Urban Justice,Red Dragon,Precious Cargo
tt1205489,Gran Torino,High Plains Drifter,Tab Hunter Confidential,The Rookie,Heartbreak Ridge,Space Cowboys,Sudden Impact
tt1188729,Pandorum,The Day of the Triffids,Ticking Clock,Ava's Possessions,Residue,Surrogates,Kill Command
tt1800741,Step Up Revolution,Footloose,Footloose,Step Up All In,Flashdance,Alexander's Ragtime Band,High Strung
tt1981107,The Young and Prodigious T.S. Spivet,This Christmas,The Karate Kid,Camilla,Bee Season,The Heart of Me,The 12 Dogs of Christmas
tt2823054,Mike and Dave Need Wedding Dates,Table 19,Date Movie,Ms. Matched,The Heartbreak Kid,Flubber,Corpse Bride
tt1661275,Their Finest,Mrs. Miniver,Unbroken,Little Boy,Guernica,Billy Lynn's Long Halftime Walk,The Monuments Men
tt1478338,Bridesmaids,A Date for Mad Mary,The Perfect Match,The Perfect Match,No Strings Attached,Cold Mountain,Bachelorette
tt0086190,Return of the Jedi,The Empire Strikes Back,Rogue One: A Star Wars Story,The Chronicles of Riddick,Star Wars,Stargate,Star Wars: The Force Awakens
tt0114214,The Quick and the Dead,The Specialist,The Long Ride Home,City Slickers,The Dark Tower,Dead in Tombstone,The Magnificent Seven
tt0117333,Phenomenon,Upside Down,Mr. Nobody,The Secret of Moonacre,OzLand,Somewhere in Time,The Mermaid
tt0115725,Bogus,All She Wishes,Drop Dead Fred,Oz: The Great and Powerful,Zoom,A Simple Wish,The Haunted Mansion
tt0118829,Cats Don't Dance,Sing,Finding Dory,Fantasia,Alvin and the Chipmunks: The Road Chip,Rock Dog,Aladdin
tt0119303,Home Alone 3,Matilda,Charlie and the Chocolate Factory,North,Monster House,The Shaggy Dog,Small Soldiers
tt0097523,"Honey, I Shrunk the Kids",Honey I Blew Up the Kid,"Honey, We Shrunk Ourselves",Delgo,Good Boy!,Santa Claus: The Movie,The Pagemaster
tt0111359,Tall Tale,Forever Lulu,Next of Kin,The Avengers,City of Joy,The Fox and the Hound 2,Red Dawn
tt0100240,The Neverending Story II: The Next Chapter,The NeverEnding Story,Inkheart,The Secret of Moonacre,The Flight Before Christmas,The Water Horse,Return to Oz
tt0082979,Reds,Rules Don't Apply,The Kingdom of Solomon,The Last Man on the Moon,Bulworth,Town & Country,Polycarp
tt0163988,Bringing Out the Dead,Trainspotting,Taxi Driver,Basquiat,Blow,The French Connection,Hallam Foe
tt0097742,Licence to Kill,Drop Zone,The Living Daylights,On Her Majesty's Secret Service,For Your Eyes Only,Goldfinger,Quantum of Solace
tt0106246,Alive,Flight of the Phoenix,Lost in the Pacific,Eden,While She Was Out,The Expendables 2,Non-Stop
tt0203019,Men of Honor,Stealth,Antwone Fisher,On the Town,No Way Out,Act of Valor,American Sniper
tt0180734,Hardball,The Golden Boys,Two Can Play That Game,With This Ring,A Cinderella Christmas,My Big Fat Greek Wedding 2,The Ugly Truth
tt0265349,The Mothman Prophecies,Fire in the Sky,Before I Fall,The Shack,Heaven is for Real,The 5th Wave,A Dangerous Method
tt0316465,Radio,Chasing Great,Against the Ropes,Pelé: Birth of a Legend,Tommy's Honour,42,My All American
tt0319343,Elf,Saving Santa,Jingle All the Way 2,The Santa Clause,How the Grinch Stole Christmas,The Santa Clause 2,All She Wishes
tt0318374,The Cooler,Just My Luck,The Work and the Glory,The Heart of Me,The Whole Wide World,Fedora,Anna Karenina
tt0372588,Team America: World Police,Rendition,Ballerina,Cold Mountain,M*A*S*H,Highlander: Endgame,Green Zone
tt0368578,Are We There Yet?,Herbie Fully Loaded,American Summer,All Roads Lead to Rome,King of the Belgians,National Lampoon's Vacation,The Wizard
tt0388482,Transporter 2,TEKKEN,Safe,Unleashed,Transporter 3,Blitz,Lady Bloodfight
tt0399146,A History of Violence,Salton Sea,Boys Don't Cry,The Talented Mr. Ripley,The Lookout,Dead Man Running,Carnage Park
tt0457510,Nacho Libre,All She Wishes,Undrafted,"Yours, Mine & Ours",Like Mike,The Bad News Bears,Bad News Bears
tt0452624,The Good German,Wicker Park,In Enemy Hands,Two Lovers,Coming Home,Missing in Action,Hart's War
tt0898367,The Road,Crumbs,City of Ember,Black Gold,Black Gold,Black Gold,Black Gold
tt0976051,The Reader,The Diary of a Teenage Girl,The Mother,Careful What You Wish For,Guinevere,The To Do List,Love
tt1034303,Defiance,Brothers of War,Legends of the Fall,Brothers,The Monuments Men,The Pacific,Steal Big Steal Little
tt1053424,Repo Men,Surrogates,Phantasm II,Timecop,The One,Far Cry,MindGamers
tt1322312,Going the Distance,Don Jon,Appropriate Behavior,This Isn't Funny,Carol,When Harry Met Sally...,Sleeping with Other People
tt1464174,"Big Mommas: Like Father, Like Son",Big Momma's House 2,The Heat,War,22 Jump Street,Point Break,Miss Congeniality
tt0945513,Source Code,Bad Kids of Crestview Academy,ARQ,Timecop,Project Almanac,Narcopolis,Terminus
tt0478304,The Tree of Life,Louder Than Bombs,Little Nicky,The Tortured,How to Train Your Dragon 2,Death at a Funeral,Our Idiot Brother
tt1135084,Takers,Kiss of Death,Faster,The Line,In Too Deep,Linewatch,Transit
tt1560747,The Master,Holy Hell,Holy Hell,Going Clear: Scientology and the Prison of Belief,My Scientology Movie,The Sacrament,Home of the Brave
tt1245492,This Is the End,The World's End,Tom Segura: Mostly Stories,Tony Hinchcliffe: One Shot,Gary Gulman: It's About Time,Night of the Comet,Theo Von: No Offense
tt2101473,The Physician,Tut,September Eleven 1683,A Passage to India,The Kingdom of Solomon,The Last Man on the Moon,Demetrius and the Gladiators
tt0306892,George and the Dragon,Conan the Destroyer,The Mask of Zorro,The Hobbit: The Desolation of Smaug,Highlander,Your Highness,Ironclad
tt0082338,Turkey Shoot,Night of Something Strange,Hardware,Losin' It,Another Evil,Hounds of Love,Ten Canoes
tt2238032,Skiptrace,The Master: A Lego Ninjago Short,Shanghai Noon,Rush Hour 3,Rush Hour 2,Armed and Dangerous,A Countess from Hong Kong
tt0078788,Apocalypse Now,The Green Berets,Casualties of War,Heaven & Earth,Too Late the Hero,Missing in Action,Missing in Action 2: The Beginning
tt3014866,Criminal,Open Range,The Postman,The Hurt Business,Agent Cody Banks 2: Destination London,Dances with Wolves,A Perfect World
tt0056937,Cleopatra,Wilson,Quo Vadis,Spartacus,The Fall of the Roman Empire,Lady Jane,The Robe
tt0115685,The Birdcage,In & Out,Hurricane Bianca,Drag Becomes Him,4th Man Out,Connie and Carla,The Pass
tt0110638,Nell,Cold Mountain,Hesher,Jack Frost,Happy Gilmore,No Reservations,Whale Rider
tt0095776,Oliver & Company,Norm of the North,Norm of the North,Home Alone 2: Lost in New York,Turk 182!,Wolves,The Happy Elf
tt0089755,Out of Africa,Finding Neverland,Mr. Saturday Night,Up Close & Personal,Fahrenheit 9/11,Emma,Dances with Wolves
tt0089927,Rocky IV,Rocky III,Cold Mountain,Highlander: Endgame,Rocky,Rocky II,Wrong Turn
tt0099052,Arachnophobia,An American Werewolf in Paris,Razorback,Lake Placid 3,The Shallows,Fear Itself,Sharknado 4: The 4th Awakens
tt0105417,Sister Act,Sister Act 2: Back in the Habit,The Informant!,Surveillance,"See No Evil, Hear No Evil",Did You Hear About the Morgans?,Snake Eyes
tt0105323,Scent of a Woman,Wolves,Barry,"See No Evil, Hear No Evil",Turk 182!,Wild Child,Home Alone 2: Lost in New York
tt0186151,Frequency,Detroit,Someone to Watch Over Me,In the Valley of Elah,Hell's Kitchen,Timecop,11.22.63
tt0100140,Mermaids,The Matriarch,Racing with the Moon,The Shrink Is In,Love's Complicated,The Princess Bride,Solitary Man
tt0096794,Always,A Guy Named Joe,Little Black Book,Moon Over Parador,The Family Man,Winter's Tale,A Ghost Story
tt0252501,Hearts in Atlantis,Any Given Sunday,I Believe in Miracles,The Blind Side,Yosemite,Greater,Girl in Progress
tt0327679,Ella Enchanted,Jack the Giant Slayer,Cinderella III: A Twist in Time,Maleficent,A Simple Wish,Pan,Cinderella
tt0360201,Wimbledon,7 Days in Hell,Elizabethtown,Down to You,The Apartment,My Best Friend's Wedding,Serendipity
tt0375154,Tristan & Isolde,Rapa Nui,Braveheart,11.22.63,Sweetwater,Elizabethtown,The Thomas Crown Affair
tt1244659,Extraordinary Measures,Some Kind of Beautiful,The Frisco Kid,The Mummy: Tomb of the Dragon Emperor,Crossing Over,The Mummy Returns,Hollywood Homicide
tt1907668,Flight,Lost in the Pacific,Alive,Non-Stop,Amelia,The Expendables 2,Eden
tt1524930,Vacation,Mr. Hobbs Takes a Vacation,Alpha and Omega,Blended,"Yours, Mine & Ours",Judy Moody and the Not Bummer Summer,Love the Coopers
tt0113161,Get Shorty,GoodFellas,Killing Them Softly,Stiletto,Joe Cinque's Consolation,Dick Tracy,Urban Justice
tt0114709,Toy Story,Toy Story 3,Toy Story 2,Small Soldiers,Pinocchio,Ted,Child's Play
tt0112281,Ace Ventura: When Nature Calls,The Country Bears,Heavy Petting,Ooops! Noah is Gone...,Midnight Sun,The Jungle Book,Muppets Most Wanted
tt0112431,Babe,Babe: Pig in the City,Charlotte's Web,All She Wishes,Russell Madness,The Jungle Book,All Dogs Go to Heaven
tt0114938,Wild Bill,The Legend of the Lone Ranger,Cold Mountain,Highlander: Endgame,Hesher,Happy Gilmore,The Long Ride Home
tt0110322,Legends of the Fall,Brothers of War,Defiance,Their Finest,The Guns of Navarone,Mrs. Miniver,Flyboys
tt0114857,Virtuosity,Vice,The Thirteenth Floor,Timecop,Tron,Chappie,TRON: Legacy
tt0110622,The Naked Gun 33⅓: The Final Insult,The Naked Gun 2½: The Smell of Fear,Spy Hard,The Naked Gun: From the Files of Police Squad!,Analyze That,22 Jump Street,2001: A Space Travesty
tt0111257,Speed,The River Thief,Traitor,Ticker,The Saint,Heist,Shaft's Big Score!
tt0106519,Carlito's Way,People I Know,Get the Gringo,Papillon,Lock Up,Death Warrant,The Limey
tt0106941,For Love or Money,Win a Date with Tad Hamilton!,Tin Cup,The Beautician and the Beast,The Golden Boys,Two Can Play That Game,With This Ring
tt0109891,Getting Even with Dad,The Whole Ten Yards,All She Wishes,"Yours, Mine & Ours",Love the Coopers,Houseguest,Ace Ventura Jr: Pet Detective
tt0110074,The Hudsucker Proxy,The Matriarch,The Apartment,Imaginary Heroes,Turk 182!,Please Give,Analyze This
tt0110197,Jimmy Hollywood,The Super,Moonwalker,Dolan's Cadillac,Soldiers of Fortune,King Cobra,The Natural
tt0107808,A Perfect World,The Rookie,Escape from Alcatraz,Sudden Impact,Papillon,Get the Gringo,The Midnight Man
tt0117381,Primal Fear,Basic,The Ghost and the Whale,The Rainmaker,The Pelican Brief,Mr. Brooks,Slow Burn
tt0117420,The Quest,Kickboxer,Replicant,Enemies Closer,Black Eagle,Knock Off,Until Death
tt0116365,The Frighteners,Harry Price: Ghost Hunter,Ghostbusters,Just Like Heaven,Another Evil,The Dark Tapes,Spirit Trap
tt0116823,Larger Than Life,All She Wishes,"Yours, Mine & Ours",Love the Coopers,Houseguest,Ace Ventura Jr: Pet Detective,Ernest Saves Christmas
tt0087843,Once Upon a Time in America,Serpico,Rumble Fish,Sleepers,Bordertown,RockNRolla,Miller's Crossing
tt0098382,Star Trek V: The Final Frontier,Star Trek: The Motion Picture,Star Trek VI: The Undiscovered Country,Star Trek III: The Search for Spock,Star Trek II: The Wrath of Khan,Star Trek IV: The Voyage Home,Star Trek: Nemesis
tt0120036,Rosewood,The Kingdom of Solomon,The Last Man on the Moon,September Dawn,Polycarp,Polycarp,MacArthur
tt0119013,Double Team,Timecop,Mars,TEKKEN,Lady Bloodfight,Street Fighter: The Legend of Chun-Li,Replicant
tt0119311,Hoodlum,The Antwerp Dolls,10th & Wolf,Stiletto,Drive,The Keepers,The Midnight Meat Train
tt0119675,Mimic,Alligator,Contracted: Phase II,Mimic 2,Fear Itself,Black Rainbow,The Kiss
tt0099810,The Hunt for Red October,The Jackal,The Sum of All Fears,Missing in Action,Direct Contact,In Enemy Hands,xXx
tt0119707,Mortal Kombat: Annihilation,Mortal Kombat,TEKKEN,Resident Evil: Retribution,Æon Flux,Street Fighter: The Legend of Chun-Li,300: Rise of an Empire
tt0119718,Mr. Magoo,Dudley Do-Right,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Inspector Gadget 2,The Smurfs 2,Pee-wee's Big Holiday,Diary of a Wimpy Kid: Rodrick Rules
tt0120008,The Replacement Killers,Traffic,Training Day,Run All Night,Veronica Guerin,Open Road,The Infiltrator
tt0118798,Bulworth,Trumped: Inside the Greatest Political Upset of All Time,Reds,Rules Don't Apply,The Matriarch,State of Play,Milk
tt0101272,The Addams Family,Sundown: The Vampire in Retreat,An American Werewolf in London,Vampire in Brooklyn,Underworld: Awakening,All She Wishes,Lace Crater
tt0127536,Elizabeth,Wilson,Geronimo: An American Legend,J. Edgar,Butch Cassidy and the Sundance Kid,Valentino,The Kingdom of Solomon
tt0155753,I'll Be Home for Christmas,Love the Coopers,Christmas with the Kranks,A Nanny for Christmas,A Very Murray Christmas,Tig Notaro: Boyish Girl Interrupted,Four Christmases
tt0134067,The Rugrats Movie,Stuart Little,Zoom,The Boss Baby,Raising Arizona,TMNT,Junior
tt0090264,A View to a Kill,On Her Majesty's Secret Service,For Your Eyes Only,Live and Let Die,You Only Live Twice,The Spy Who Loved Me,The Man with the Golden Gun
tt0124198,Very Bad Things,Novocaine,Middle Man,Ca$h,Redirected,It Stains the Sands Red,Shoot 'Em Up
tt0120683,Gloria,Run All Night,Good Time,Kiss of Death,Takers,Faster,The Line
tt0131646,Wing Commander,Guardians of the Galaxy Vol. 2,Alien,Approaching the Unknown,Gravity,2010,Rogue One: A Star Wars Story
